URL,Title,Type,City,Location,Complex,Developer,Bedrooms,Bathrooms,Indoor area,Total area,Floor,Storeys,View,Additionally,Pool,Appliances,Furniture,Air conditioning,Heating,Parking,Storeroom,Elevator,Completion,Year of construction,Gated complex,New building,Distance to the sea,Energy efficiency class,Price,Description
https://dom.com.cy/en/catalog/sale/82325/,"New 1-bedroom apartment for sale in Limassol, Cyprus. - Object № 68386"," Apartments", Limassol,"Location Agios Tychonas","\nTo knowTop 5 Residential Complexes for Rent in Controlled Areas of Famagusta","\nTo knowDevelopersCyprus Projects and Developers", 1, 1, 50 m², 65 m², 1, 5," Sea and mountains view",, Yes,,, Yes, Yes, Yes, Yes, Yes,, 02/2026,Gated complexes with a swimming pool," YesNew buildings in Cyprus", 250 m,,460 000,"Apartment for sale in a new complex in Limassol.<ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Iconic architecture from a leading bureau from London;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>spectacular sea and mountain views;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>living areas: outdoor swimming pool, gym and yoga room, steam bath and sauna;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>250 meters to the sandy beach;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>the heart of the Limassol tourist area;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>fine restaurants and the 5-star Four Seasons Hotel are a 2-minute walk away;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>high ceilings (3.15 meters);</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>top standard finish;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>water underfloor heating and VRV air conditioning;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>penthouses with attics and terraces.</li></ol><br>"
https://dom.com.cy/en/catalog/sale/82327/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 68388"," Apartments", Limassol,"Location Agios Tychonas",\nTo know,"\nTo knowDevelopersCyprus Projects and Developers", 2, 2, 80 m², 102 m², 1, 5," Sea and mountains view",, Yes,,, Yes, Yes, Yes, Yes, Yes,, 02/2026,Gated complexes with a swimming pool," YesNew buildings in Cyprus", 250 m,,660 000,"Apartment for sale in a new complex in Limassol.<ol><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>Iconic architecture from a leading bureau from London;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>spectacular sea and mountain views;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>living areas: outdoor swimming pool, gym and yoga room, steam bath and sauna;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>250 meters to the sandy beach;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>the heart of the Limassol tourist area;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>fine restaurants and the 5-star Four Seasons Hotel are a 2-minute walk away;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>high ceilings (3.15 meters);</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>top standard finish;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>water underfloor heating and VRV air conditioning;</li><li data-list=""bullet""><span class=""ql-ui"" contenteditable=""false""></span>penthouses with attics and terraces.</li></ol><br>"
https://dom.com.cy/en/catalog/sale/82319/,"3-bedroom villa for sale in Limassol, Cyprus. - Object № 68382"," Villa / House", Limassol," Pyrgos",,Cyprus Projects and Developers, 3, 2, 160 m², 165 m²,,,"",, Yes, Yes, Yes," YesFor sale a 3-bedroom house with a private pool and a lush green garden. Furnished and equipped with electrical appliances. Air conditioning in all rooms. Fireplace in the living room. Guest toilet. Covered parking. Located in the Pyrgos area, within walking distance of all amenities. Limassol city center is a 12-minute drive away.",, Yes, Yes,,, 2020,Gated complexes with a swimming pool,New buildings in Cyprus, 5000 m, A,950 000,"For sale a 3-bedroom house with a private pool and a lush green garden. Furnished and equipped with electrical appliances. Air conditioning in all rooms. Fireplace in the living room. Guest toilet. Covered parking. Located in the Pyrgos area, within walking distance of all amenities. Limassol city center is a 12-minute drive away. "
https://dom.com.cy/en/catalog/sale/82337/,"New 3-bedroom house for sale in Larnaca, Cyprus. - Object № 68398"," Villa / House", Larnaca," Livadia", To know," To knowDevelopersCyprus Projects and Developers", 3, 3, 188 m², 205 m²,, 2," mountains view",,,,,,," YesFor sale a house in the off-plan stage in the Livadia residential area. To the sea 3 minutes by car. On the ground floor there is a large living room with an open plan kitchen and dining area, a guest bathroom, on the second floor there are bright bedrooms with fitted wardrobes, bathrooms. Parking for two cars. All amenities, pastry shop, shop, pharmacy nearby.",,, 0%, 2024,Gated complexes with a swimming pool," YesNew buildings in Cyprus", 2100 m, A,,"For sale a house in the off-plan stage in the Livadia residential area. To the sea 3 minutes by car. On the ground floor there is a large living room with an open plan kitchen and dining area, a guest bathroom, on the second floor there are bright bedrooms with fitted wardrobes, bathrooms. Parking for two cars. All amenities, pastry shop, shop, pharmacy nearby."
https://dom.com.cy/en/catalog/sale/82320/,"New 5-bedroom villa for sale in Limassol, Cyprus. - Object № 68383"," Villa / House", Limassol," Agios Tychonas", To know," To knowDevelopersCyprus Projects and Developers", 5, 5, 290 m², 510 m²,, 4," Sea and mountains view",, Yes, Yes,, Yes, Yes, Yes, Yes,,, 2023,Gated complexes with a swimming pool," YesNew buildings in Cyprus", 3000 m, A,,"Luxury 5 bedroom villa with sea view for sale in the prestigious area of Amatunta, Limassol. Nice, quiet place. The four-level structure is ideally located according to the shape of the plot. This stunning house offers views of the sea and the city combined with the green surroundings. The excellent location provides easy access to all amenities and is only a 5-minute drive to the beach. The house offers a private swimming pool with all the amenities of complete privacy and relaxed luxury. Carefully constructed and engineered with high technical specifications and an elegant finish that combines functionality and luxury. Maid's room, gym - spa area, private pool, 3 parking spaces, entertainment room, living room, kitchen, roof garden with multipurpose room, barbecue, laundry, patio, garden."
https://dom.com.cy/en/catalog/sale/82314/,"New 3-bedroom apartment for sale in Nicosia, Cyprus. - Object № 68378"," Apartments", Nicosia," Engomi", To know," To knowDevelopersCyprus Projects and Developers", 3, 2, 136 m², 284 m², 5, 5,"CyView 119",,,,, Yes, Yes, Yes, Yes, Yes, 100%, 2022,Gated complexes with a swimming pool," YesNew buildings in Cyprus",, B,559 000,"<span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Ready-made apartments for sale in a luxury residential complex located in one of the most privileged areas of Nicosia, Engomi. This new residential project consists of five-storey luxury and comfortable apartments with 3 bedrooms on the entire floor. Located in a quiet and peaceful area, within walking distance of shops, amenities, schools and banking services. The building is also located in close proximity to the US Embassy, the Russian Embassy, the Eleon Recreation Park, the Evangelistria Medical Center and other useful facilities. The apartments are designed with the needs of a modern family in mind, providing her with a place that can be called home. The unique space, open-plan living room and kitchen, as well as high-quality materials and modern design make them an ideal home. Key Features: comfortable-sized bedrooms with electric blinds; master bedroom with bathroom; private and independent staff room in each apartment; spacious storage room; 2 private parking spaces per apartment;camera at the main entrance;wired alarm system;anti-earthquake building structures;underfloor heating and heat pump;solar water heater;spacious verandas with lots of sunlight, evening breeze and breathtaking panoramic views of a quiet area;the apartment on the 5th floor has its own roof garden. To schedule a viewing, contact me.</span>"
https://dom.com.cy/en/catalog/sale/82311/,"New 3-bedroom apartment for sale in Nicosia, Cyprus. - Object № 68375"," Apartments", Nicosia," Engomi", To know," To knowDevelopersCyprus Projects and Developers", 3, 2, 136 m², 241 m², 2, 5,"",,,,, Yes, Yes, Yes, Yes, Yes, 100%, 2022,Gated complexes with a swimming pool," YesNew buildings in Cyprus",, B,435 000,"<span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Ready-made apartments for sale in a luxury residential complex located in one of the most privileged areas of Nicosia, Engomi. This new residential project consists of five-storey luxury and comfortable apartments with 3 bedrooms on the entire floor. Located in a quiet and peaceful area, within walking distance of shops, amenities, schools and banking services. The building is also located in close proximity to the US Embassy, the Russian Embassy, the Eleon Recreation Park, the Evangelistria Medical Center and other useful facilities. The apartments are designed with the needs of a modern family in mind, providing her with a place that can be called home. The unique space, open-plan living room and kitchen, as well as high-quality materials and modern design make them an ideal home. Key Features: comfortable-sized bedrooms with electric blinds; master bedroom with bathroom; private and independent staff room in each apartment; spacious storage room; 2 private parking spaces per apartment;camera at the main entrance;wired alarm system;anti-earthquake building structures;underfloor heating and heat pump;solar water heater;spacious verandas with lots of sunlight, evening breeze and breathtaking panoramic views of a quiet area;the apartment on the 5th floor has its own roof garden. To schedule a viewing, contact me.</span>"
https://dom.com.cy/en/catalog/sale/82312/,"New 3-bedroom apartment for sale in Nicosia, Cyprus. - Object № 68376"," Apartments", Nicosia," Engomi", To know," To knowDevelopersCyprus Projects and Developers", 3, 2, 136 m², 241 m², 3, 5,"",,,,, Yes, Yes, Yes, Yes, Yes, 100%, 2022,Gated complexes with a swimming pool," YesNew buildings in Cyprus",, B,460 000,"<span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">Ready-made apartments for sale in a luxury residential complex located in one of the most privileged areas of Nicosia, Engomi. This new residential project consists of five-storey luxury and comfortable apartments with 3 bedrooms on the entire floor. Located in a quiet and peaceful area, within walking distance of shops, amenities, schools and banking services. The building is also located in close proximity to the US Embassy, the Russian Embassy, the Eleon Recreation Park, the Evangelistria Medical Center and other useful facilities. The apartments are designed with the needs of a modern family in mind, providing her with a place that can be called home. The unique space, open-plan living room and kitchen, as well as high-quality materials and modern design make them an ideal home. Key Features: comfortable-sized bedrooms with electric blinds; master bedroom with bathroom; private and independent staff room in each apartment; spacious storage room; 2 private parking spaces per apartment;camera at the main entrance;wired alarm system;anti-earthquake building structures;underfloor heating and heat pump;solar water heater;spacious verandas with lots of sunlight, evening breeze and breathtaking panoramic views of a quiet area;the apartment on the 5th floor has its own roof garden. To schedule a viewing, contact me.</span>"
https://dom.com.cy/en/catalog/sale/82288/,"New 6-bedroom villa for sale in Limassol, Cyprus. - Object № 82288"," Villa / House", Limassol," Agios Tychonas",,Cyprus Projects and Developers, 6, 5, 800 m², 850 m²,, 2," mountains view",, Yes, Yes, Yes, Yes, Yes, Yes, Yes,, 100%, 2021,Gated complexes with a swimming pool," YesNew buildings in Cyprus", 1500 m,,6 500 000,"<span style=""background-color: transparent; color: rgb(0, 0, 0);"">For sale is a 6-bedroom house with a swimming pool and a garden in Agios Tychonas, Limassol. The house is furnished and equipped with electrical appliances, central heating, air conditioning in all rooms, the balcony is 10 m2,  covered parking space. </span>"
https://dom.com.cy/en/catalog/sale/82290/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 82290"," Apartments", Limassol," Linopetra", To know," To knowDevelopersCyprus Projects and Developers", 2, 2, 79 m², 85 m², 2, 3," sea view",, Yes,,,,, Yes, Yes, Yes, 80%, 08/2024," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 1270 m, A,358 000,"For sale 2 bedroom apartment in the area of Jumbo Linopetra. The living area is 79m2, the covered veranda is 14m2. Partial sea view. There is a parking lot and a storage room. A communal swimming pool."
https://dom.com.cy/en/catalog/sale/82287/,"3-bedroom apartment for sale in Limassol, Cyprus. - Object № 82287"," Apartments", Limassol," Agia Fyla", To know,"DevelopersCyprus Projects and Developers", 3, 2, 96 m², 122 m², 1, 3," Sea and mountains view",,,,, Yes,, Yes, Yes, Yes, 0%, 2025," YesGated complexes with a swimming pool",New buildings in Cyprus, 3000 m, A,366 000,"<span style=""background-color: rgb(255, 255, 255); color: rgb(56, 56, 56);""> A new project in the area of Agia Fyla, Limassol. Within walking distance of restaurants, shops, pharmacies and schools. It is close to all city amenities, three prestigious private schools and two modern hospitals, a 5-minute drive from two popular supermarkets.</span><br>"
https://dom.com.cy/en/catalog/sale/82289/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 82289"," Apartments", Limassol," Linopetra", To know," To knowDevelopersCyprus Projects and Developers", 2, 2, 79 m², 85 m², 2, 3,"",, Yes,,,,, Yes, Yes, Yes, 80%, 08/2024," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 1270 m, A,,"For sale 2 bedroom apartment in the area of Jumbo, Linopetra. The living area is 79m2, the covered veranda is 14m2. There is a parking lot and a storage room. A communal swimming pool."
https://dom.com.cy/en/catalog/sale/82285/,"New 2-bedroom penthouse for sale in Limassol, Cyprus. - Object № 82285"," Apartments", Limassol," Agia Fyla", To know," To knowDevelopersCyprus Projects and Developers", 2, 3, 96 m², 155 m², 3, 3," sea view",, Yes,,,,, Yes, Yes, Yes, 0%, 12/2025," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 3300 m, A,545 000,"For sale 2 bedroom penthouse in the area of Agia Fyla, Limassol. Between the circle of Agia Fyla and Mesa Geitonia, 200m from the highway, 680m from the Mediterranean Hospital. The living area is 96m2, the veranda is 19m2 and the roof garden is 40m2, There is a storage room and 2 parking lots. The price without the pool is 520.000+VAT."
https://dom.com.cy/en/catalog/sale/82291/,"New 2-bedroom apartment for sale in Limassol, Cyprus. - Object № 82291"," Apartments", Limassol,"Location Linopetra",\nTo know,"\nTo knowDevelopersCyprus Projects and Developers", 2, 2, 79 m², 85 m², 1, 3," sea view",, Yes,,,,, Yes, Yes, Yes, 80%, 08/2024," YesGated complexes with a swimming pool"," YesNew buildings in Cyprus", 1270 m, A,335 000,"For sale 2 bedroom apartment in the area of Jumbo Linopetra with sea view. The living area is 79m2, the covered veranda is 14m2. There is a parking lot and a storage room. A communal swimming pool."
https://dom.com.cy/en/catalog/sale/82301/,"2-bedroom apartment for sale in Larnaca, Cyprus. - Object № 68367"," Apartments", Larnaca," Aradippou",,Cyprus Projects and Developers, 2, 1, 75 m², 106 m², 1,," mountains view",,, Yes, Yes," YesFor sale 2-bedroom apartment. Furnished. Air conditioning in all rooms. Balcony. Parking space. Located in the Aradippou area, within walking distance of all amenities. Finikoudes Tourist boardwalk and the central city beach are a 7-minute drive away.", Yes," YesFor sale 2-bedroom apartment. Furnished. Air conditioning in all rooms. Balcony. Parking space. Located in the Aradippou area, within walking distance of all amenities. Finikoudes Tourist boardwalk and the central city beach are a 7-minute drive away.", Yes, Yes,, 2011,Gated complexes with a swimming pool,New buildings in Cyprus, 5000 m, B,160 000,"For sale 2-bedroom apartment. Furnished. Air conditioning in all rooms. Balcony. Parking space. Located in the Aradippou area, within walking distance of all amenities. Finikoudes Tourist boardwalk and the central city beach are a 7-minute drive away. "
