URL,Title,Type,City,Location,Complex,Developer,Bedrooms,Bathrooms,Indoor area,Total area,Floor,Storeys,View,Additionally,Pool,Appliances,Furniture,Air conditioning,Heating,Parking,Storeroom,Elevator,Completion,Year of construction,Gated complex,New building,Distance to the sea,Energy efficiency class,Price,Description
https://dom.com.cy/en/catalog/rent/88230/,"New 4-bedroom house for long rent in Limassol, Cyprus - Object № 73099"," Villa / House", Limassol," Ypsonas",,Cyprus Projects and Developers, 4, 2, 240 m², 190 m²,, 3," mountains view",,, Yes, Yes, Yes, Yes," YesNew house for rent in Limassol, Agios Sylas district. The house has 4 bedrooms, 2 bathrooms, large living room, dining area, guest bathroom, garage, adjacent plot can be used as a garden, covered Parking, air conditioning and all appliances. For rent with furniture.",,,, 2019,Gated complexes with a swimming pool," YesNew buildings in Cyprus", 2000 m,,,"New house for rent in Limassol, Agios Sylas district. The house has 4 bedrooms, 2 bathrooms, large living room, dining area, guest bathroom, garage, adjacent plot can be used as a garden, covered Parking, air conditioning and all appliances. For rent with furniture."
https://dom.com.cy/en/catalog/rent/88206/,"2-bedroom house for long rent in Kapparis, Cyprus - Object № 73082"," Villa / House", Famagusta,"Location Kapparis", Dafni Villas,Cyprus Projects and Developers, 2, 2, 110 m², 115 m²,, 2," sea view",, Yes, Yes, Yes, Yes,, Yes,,,, 2011," YesGated complexes with a swimming pool",New buildings in Cyprus, 200 m,,,Rent a 2-bedroom fully furnished villa on the first line within easy access to all infrastructure in the elite area of Kapparis
https://dom.com.cy/en/catalog/rent/88203/,"2-bedroom apartment for long rent in Limassol, Cyprus - Object № 73079"," Apartments", Limassol,"Location Agia Zoni", Centrum,Cyprus Projects and Developers, 2, 2, 84 m², 114 m², 5, 5," Sea and mountains view",,, Yes, Yes, Yes, Yes, Yes, Yes, Yes,, 08/2021,Gated complexes with a swimming pool,New buildings in Cyprus, 670 m, A,,"For rent 2 bedroom apartments in the area of Agia Zoni within walking distance to the necessary shops, restaurants, cafeteria, etc. The building is new and has all the furniture and necessary appliances. There is an open plan kitchen and guest room, two bedroom, large covered verandas, storage room and covered parking for each apartment. The price includes utilities such as: water, Internet, house maintenance and apartment cleaning 2 times a month, etc. except electricity."
https://dom.com.cy/en/catalog/rent/88207/,"2-bedroom apartment for long rent in Paphos, Cyprus - Object № 73253"," Apartments", Paphos," Aphrodite Hills", Aphrodite Hills,Cyprus Projects and Developers, 2, 2, 90 m², 110 m², 1, 2," Sea and mountains view",, Yes, Yes, Yes, Yes,, Yes, Yes,,, 2020," YesGated complexes with a swimming pool",New buildings in Cyprus, 1500 m, A,3 000,"2 bedroom apartment for rent in Aphrodite Hills complex, Paphos. Beautiful premium serviced apartments located in the Alexander Heights complex of Aphrodite Hills Resort. Being the latest addition to the new Alexander Heights project, these apartments are distinguished by the highest luxury and are located in the center of the complex, just a few steps from the village square of the resort and all amenities. These ground floor apartments feature spacious living areas and are fully equipped with modern amenities, brand new plumbing and matching luxury finishes. The apartment has one bedroom with a double bed (zip &amp; lock) and one bedroom with two single beds (zip &amp; lock), and the windows overlook the communal pool. It is possible to turn a bedroom with two single beds into a double room, since the beds can be folded together with a zipper to make a double bed. Carefully designed with all the requirements in mind to ensure a relaxed lifestyle, the apartment is equipped with concealed double air conditioning and a security system."
https://dom.com.cy/en/catalog/rent/88190/,"3-bedroom house for long rent in Kapparis, Cyprus - Object № 73068"," Villa / House", Famagusta," Kapparis", Dafni Villas,Cyprus Projects and Developers, 3, 3, 130 m², 140 m²,, 2," sea view",, Yes, Yes, Yes, Yes,, Yes,,,, 2011," YesGated complexes with a swimming pool",New buildings in Cyprus, 200 m,,1 500,Rent a 2-bedroom fully furnished villa on the first line within easy access to all infrastructure in the elite area of Kapparis.
https://dom.com.cy/en/catalog/rent/88195/,"3-bedroom villa for long rent in Larnaca, Cyprus - Object № 73071"," Villa / House", Larnaca," Dhekelia",,Cyprus Projects and Developers, 3, 3, 160 m², 180 m²,, 2," Sea and mountains view","We offer for rent a luxury villa on the first line in the tourist area of Dhekelia, Larnaca. The villa with 3 cozy bedrooms and 3 bathrooms provides an ideal place for a comfortable stay. A spacious open plan kitchen is connected to a spacious living room, creating an atmosphere of harmony, 1 bedroom on the lower floor and 2 bedrooms on the upper provide ample space. The house is fully furnished, using high-quality furniture and household appliances. A large veranda and terrace provide an opportunity to enjoy fresh air and panoramic views. Additional amenities include underfloor heating, a private pool and a shower room by the pool. For convenience, there is a covered parking and a storage room. The villa is ideally located, with close access to all necessary infrastructure. Additionally, light, water, garbage and Internet.", Yes, Yes, Yes, Yes, Yes, Yes, Yes,, 100%, 2015,Gated complexes with a swimming pool,New buildings in Cyprus,,,,"We offer for rent a luxury villa on the first line in the tourist area of Dhekelia, Larnaca. The villa with 3 cozy bedrooms and 3 bathrooms provides an ideal place for a comfortable stay. A spacious open plan kitchen is connected to a spacious living room, creating an atmosphere of harmony, 1 bedroom on the lower floor and 2 bedrooms on the upper provide ample space. The house is fully furnished, using high-quality furniture and household appliances. A large veranda and terrace provide an opportunity to enjoy fresh air and panoramic views. Additional amenities include underfloor heating, a private pool and a shower room by the pool. For convenience, there is a covered parking and a storage room. The villa is ideally located, with close access to all necessary infrastructure. Additionally, light, water, garbage and Internet."
https://dom.com.cy/en/catalog/rent/88194/,"3-bedroom apartment for long rent in Limassol, Cyprus - Object № 73070"," Apartments", Limassol," Germasogeia",Residential Complex Latsia,Cyprus Projects and Developers, 3, 2, 100 m², 110 m², 1,,"",,, Yes, Yes," YesFurnished. Air conditioning in all rooms.",, Yes,, Yes,,," YesGated complexes with a swimming pool",New buildings in Cyprus, 100 m,,,"<span style=""color: rgb(0, 0, 0); background-color: transparent;"">For rent 2-bedroom apartment + office in a closed complex. </span>After major repairs. <span style=""color: rgb(0, 0, 0); background-color: transparent;"">Furnished. Air conditioning in all rooms. </span>An office with a separate entrance. <span style=""color: rgb(0, 0, 0); background-color: transparent;"">Spacious balcony. Covered parking space. Located in Germasogeaia district, within walking distance from all amenities.</span>"
https://dom.com.cy/en/catalog/rent/88177/,"3-bedroom apartment for long rent in Limassol, Cyprus - Object № 73060"," Apartments", Limassol," Agia Zoni",,Cyprus Projects and Developers, 3, 2, 130 m², 145 m², 2, 2,"",,, Yes, Yes, Yes,, Yes,,,,,Gated complexes with a swimming pool,New buildings in Cyprus, 1500 m,,,"Fully renovated 3 bedroom apartment for rent in Agia Zoni area. The apartment is located on the second floor of a 2-storey building, with private parking, 2 large comfortable balconies, fully furnished with electrical appliances and air conditioning. The area has excellent infrastructure, with easy and convenient access to many basic amenities and services, easy access to the highway and a 20-minute walk from the sea, the old town and the marina."
https://dom.com.cy/en/catalog/rent/88172/,"4-bedroom villa for long rent in Paphos, Cyprus - Object № 88172"," Villa / House", Paphos," Pegeia",,Cyprus Projects and Developers, 4, 3, 350 m², 370 m²,, 2," Sea and mountains view",, Yes, Yes, Yes, Yes, Yes, Yes, Yes, Yes,, 2023,Gated complexes with a swimming pool,New buildings in Cyprus, 5000 m, B,8 500,"<span style=""background-color: rgb(255, 255, 255); color: rgb(56, 56, 56);"">4 bedroom villa for rent. This brand new villa is located in the picturesque area of Akursos in Pei, just a short drive from the famous Coral Bay, in a quiet and peaceful area. This superb villa is built to the highest standards in an ideal location with unobstructed views and has an unusual layout offering 360 degree views. The house is located close to all necessary services such as supermarkets, shops and restaurants. The tourist areas of Coral Bay, Sea Caves and the city of Paphos can be reached in a few minutes. The villa has an internal covered area of 350 m2. a covered veranda in front and a very large open veranda in the back. The ground floor consists of an open-plan living room, a dining area, a kitchen, a toilet with branded items, one bedroom and a separate room for an office. In addition, on the same level there is a garage for two cars and a 5X1O overflow pool. The surrounding area is covered with ceramics. On the second floor there are three bedrooms with two bathrooms and two balconies (one on the facade and one at the back). The building also has an elevator. The villa will be fully equipped with new furniture and appliances.</span>"
https://dom.com.cy/en/catalog/rent/88182/,"5-bedroom villa for long rent in Paphos, Cyprus - Object № 73252"," Villa / House", Paphos," Aphrodite Hills", Aphrodite Hills,Cyprus Projects and Developers, 5, 5, 300 m², 350 m²,, 2," Sea and mountains view",, Yes, Yes, Yes, Yes, Yes, Yes, Yes,,, 2022," YesGated complexes with a swimming pool",New buildings in Cyprus, 1500 m, A,,"A 5-bedroom villa for rent in the Aphrodite Hills complex. This is one of the largest villas of Aphrodite Hills resort, designed in an individual style and located in one of the most attractive places on the eastern plateau of the resort. It boasts the only full-size all-weather tennis court. The windows overlook the third and fourth fairways, and it is located next to the third lawn. It offers spectacular views from all rooms and has four double bedrooms on the second floor and one room with two single beds on the ground floor, all with en-suite bathrooms. Each room has air conditioning. The entrance hall leads to a double living room with a double and triple sofa, two reclining chairs, a pouf and coffee tables. The living room has a dining room with a wooden table and eight chairs. On this floor there is a comfortable guest toilet, decorated with marble. The kitchen, located next to the living room, is made of solid maple wood with granite countertops. Guests can make use of a large American refrigerator with freezer, a dishwasher, an oven and a microwave. An addition to this beautiful kitchen is a modern kitchen table with chairs, which can be used as a comfortable breakfast room. On the ground floor there is a bedroom with two single beds overlooking the pool, the third green area and the sea. This bedroom has its own walk-in closet and dressing room. The private bathroom has a double dressing table, a bidet, a toilet and a heated towel rail. Immediately behind the living room and kitchen in the villa there is a veranda with a seating area, furnished with comfortable armchairs and a coffee table. This is a great place to enjoy morning coffee or tea and evening drinks while admiring the spectacular sunset view. An amazing surprise that catches your eye when you go outside is an unusually large rectangular overflow pool measuring 12 x 6 m with Roman steps, which can also be heated for an additional fee. Around this stunningly large pool there are ten sun loungers with pillows. Of course, such a villa cannot be complete without a barbecue. A large covered area with barbecue facilities and a granite-topped dining table with ten chairs is located right next to the pool and is ideal for entertaining family and friends or hosting special parties while enjoying the spectacular Cypriot sunsets. Sports fans can practice their strokes on a private tennis court, take an individual lesson by agreement with the tennis academy of the resort or take part in a friendly competition. A magnificent staircase leads to the second floor, where there are four double bedrooms. The spacious master bedroom has a built-in wardrobe/dressing room. The balcony offers a fantastic view of the third and fourth fairways and the beautiful sea in the distance. The other three bedrooms are individually decorated and boast marble bathrooms and fitted wardrobes. All bedrooms have private balconies with spectacular views of the sea and the golf course."
https://dom.com.cy/en/catalog/rent/88174/,"2-bedroom apartment for long rent in Paphos, Cyprus - Object № 73058"," Apartments", Paphos," Aphrodite Hills",,Cyprus Projects and Developers, 2,, 85 m², 100 m², 1, 2," Sea and mountains view",, Yes, Yes, Yes, Yes,," Yes2 bedroom apartment for rent in the Aphrodite Hills area. Own garden, BBQ area. Parking. All furniture and appliances. It will be available from mid-November.", Yes,,, 2010,Gated complexes with a swimming pool,"New buildings in Cyprus: property market in post-pandemic eraNew buildings in Cyprus", 1500 m, B,1 900,"2 bedroom apartment for rent in the Aphrodite Hills area. Own garden, BBQ area. Parking. All furniture and appliances. It will be available from mid-November. "
https://dom.com.cy/en/catalog/rent/88181/,"3-bedroom house for long rent in Kapparis, Cyprus - Object № 73062"," Villa / House", Famagusta," Kapparis", Dafni Villas,Cyprus Projects and Developers, 3, 3, 130 m², 140 m²,, 2," sea view",, Yes, Yes, Yes, Yes,, Yes,,,, 2011," YesGated complexes with a swimming pool",New buildings in Cyprus, 200 m,,,Rent a 2-bedroom fully furnished villa on the first line within easy access to all infrastructure in the elite area of Kapparis
https://dom.com.cy/en/catalog/rent/88179/,"5-bedroom villa for long rent in Paphos, Cyprus - Object № 73251"," Villa / House", Paphos," Aphrodite Hills", Aphrodite Hills,Cyprus Projects and Developers, 5, 4, 220 m², 250 m²,, 2," Sea and mountains view",, Yes, Yes, Yes, Yes, Yes, Yes, Yes,,,," YesGated complexes with a swimming pool",New buildings in Cyprus, 1000 m,,14 000,"A new 5-bedroom villa for rent in the Aphrodite Hills complex, Paphos. Panoramic view of the sea, pool, garden. The best offer possible!"
https://dom.com.cy/en/catalog/rent/88183/,"2-bedroom apartment for long rent in Limassol, Cyprus - Object № 73063"," Apartments", Limassol," Kato Polemidia",,Cyprus Projects and Developers, 2, 2, 120 m², 150 m², 0, 1,"",, Yes, Yes, Yes,,,, Yes,,, 2014,Gated complexes with a swimming pool,New buildings in Cyprus, 2650 m, A,,"For rent 2 bedroom apartment on the ground floor with a separate entrance in the area of Agios Ioannis, Limassol. Living room with fireplace, open plan kitchen, 2 bedrooms, guest bathroom, bath with toilet. The living area is 90m2 and the veranda is 30m2."
https://dom.com.cy/en/catalog/rent/88176/,"3-bedroom house for long rent in Paphos, Cyprus - Object № 73059"," Villa / House", Paphos,"Location Pegeia",,Cyprus Projects and Developers, 3, 2, 160 m², 180 m²,, 2," Sea and mountains view",, Yes, Yes," Yes3 bedroom villa for rent in the area of Pegeia, Paphos. Swimming pool, garden, BBQ area. Furniture, appliances.3 bedroom villa for rent in the area of Pegeia, Paphos. Swimming pool, garden, BBQ area. Furniture, appliances.", Yes,, Yes, Yes,,, 2012,Gated complexes with a swimming pool,New buildings in Cyprus, 4000 m,,,"3 bedroom villa for rent in the area of Pegeia, Paphos. Swimming pool, garden, BBQ area. Furniture, appliances. "
https://dom.com.cy/en/catalog/rent/88169/,"1-bedroom apartment for long rent in Limassol, Cyprus - Object № 88169"," Apartments", Limassol," Ypsonas",,Cyprus Projects and Developers, 1, 1, 60 m², 60 m², 1,,"",,, Yes, Yes, Yes,, Yes,,,, 2024,Gated complexes with a swimming pool,New buildings in Cyprus,, A,1 200,"For rent a brand new apartment with 1 bedroom in Ypsonas, Limassol. The apartment is fully furnished, has 42"" smart TV, washing machine, refrigerator, air conditioners, roller blinds and mosquito nets on all windows, which are double glazed, soundproofed have thermal insulation. No pets."
https://dom.com.cy/en/catalog/rent/88153/,"2-bedroom apartment for long rent in Limassol, Cyprus - Object № 88153"," Apartments", Limassol," Neapolis",,Cyprus Projects and Developers, 2, 1,,, 1, 3,"",,, Yes, Yes, Yes,, Yes, Yes,,,,Gated complexes with a swimming pool,New buildings in Cyprus, 500 m,,1 800,"An apartment for rent near the sea in the Neapolis area. The apartment has 2 bedrooms, a separate kitchen, a living room, furnished with furniture and household appliances. Ready to move in. Close to developed infrastructure."
https://dom.com.cy/en/catalog/rent/88132/,"2-bedroom apartment for long rent in Limassol, Cyprus - Object № 88132"," Apartments", Limassol," Neapolis",,Cyprus Projects and Developers, 2, 1,,, 1, 3,"",,, Yes, Yes, Yes,, Yes, Yes,,,,Gated complexes with a swimming pool,New buildings in Cyprus, 500 m,,1 800,"An apartment for rent next to the sea in the Neapolis area, close to developed infrastructure. The apartment has 2 bedrooms, a separate kitchen, a living room, furnished with furniture and household appliances. Ready to move in."
https://dom.com.cy/en/catalog/rent/88135/,"2-bedroom apartment for long rent in Nicosia, Cyprus - Object № 73001"," Apartments", Nicosia," Lykavitos",,Cyprus Projects and Developers, 2, 1, 85 m², 107 m², 1, 3,"",,, Yes,," Yes2 bedroom apartment for rent in the Lykavitos area. The apartment has all the necessary appliances, there is no furniture. Private parking and storage room. Air conditioning in every room. Subject to payment for 3 months of rent in advance, they can furnish the apartment.",, Yes, Yes, Yes, 100%, 2005,Gated complexes with a swimming pool,New buildings in Cyprus,, B,800,"2 bedroom apartment for rent in the Lykavitos area. The apartment has all the necessary appliances, there is no furniture. Private parking and storage room. Air conditioning in every room. Subject to payment for 3 months of rent in advance, they can furnish the apartment."
https://dom.com.cy/en/catalog/rent/88129/,"1-bedroom apartment for long rent in Nicosia, Cyprus - Object № 73056"," Apartments", Nicosia," Engomi",,Cyprus Projects and Developers, 1, 1, 30 m², 35 m², 1, 1,"",,, Yes, Yes, Yes,,,,, 100%,,Gated complexes with a swimming pool,New buildings in Cyprus,, B,,"<span style=""background-color: rgb(255, 255, 255); color: rgb(0, 0, 0);"">New studio within walking distance ofunic with a small garden in a quiet area of Engomi. Ideal for students.</span>"
https://dom.com.cy/en/catalog/rent/88130/,"4-bedroom villa for long rent in Larnaca, Cyprus - Object № 72998"," Villa / House", Larnaca," Dhekelia",,Cyprus Projects and Developers, 4, 3, 170 m², 200 m²,, 2," Sea and mountains view","For rent a modern villa on the first line of the sea in the beautiful tourist area of Dhekelia, Larnaca. With magnificent sea views, the luxury villa offers 4 spacious bedrooms and 3 exquisite bathrooms. The open-plan kitchen harmoniously intertwines with the spacious living room, creating a cozy space. The house is fully furnished with high-quality furniture, as well as equipped with high-quality household appliances. There is a spacious veranda and a terrace with impeccable sea views provide an opportunity to enjoy fresh air and picturesque sunsets. Additional amenities include central heating for comfort at any time of the year, as well as the presence of a swimming pool with shower and barbecue area. Covered parking and a storage room provide practicality and convenience. The location of the villa perfectly combines privacy with proximity to all necessary infrastructure. You are given a unique opportunity to fully enjoy the delights of the sea coast, without denying yourself the comforts of modern life. Additionally, light, water, garbage and the Internet.", Yes, Yes, Yes, Yes, Yes, Yes, Yes,, 100%, 2013,Gated complexes with a swimming pool,New buildings in Cyprus, 50 m, A,3 500,"For rent a modern villa on the first line of the sea in the beautiful tourist area of Dhekelia, Larnaca. With magnificent sea views, the luxury villa offers 4 spacious bedrooms and 3 exquisite bathrooms. The open-plan kitchen harmoniously intertwines with the spacious living room, creating a cozy space. The house is fully furnished with high-quality furniture, as well as equipped with high-quality household appliances. There is a spacious veranda and a terrace with impeccable sea views provide an opportunity to enjoy fresh air and picturesque sunsets. Additional amenities include central heating for comfort at any time of the year, as well as the presence of a swimming pool with shower and barbecue area. Covered parking and a storage room provide practicality and convenience. The location of the villa perfectly combines privacy with proximity to all necessary infrastructure. You are given a unique opportunity to fully enjoy the delights of the sea coast, without denying yourself the comforts of modern life. Additionally, light, water, garbage and the Internet."
https://dom.com.cy/en/catalog/rent/88133/,"New 2-bedroom apartment for long rent in Paralimni, Cyprus - Object № 73000"," Apartments", Famagusta,"Location Paralimni",,Cyprus Projects and Developers, 2, 1, 75 m², 95 m², 1, 2,"",,, Yes, Yes, Yes,, Yes,, Yes,, 2023,Gated complexes with a swimming pool," YesNew buildings in Cyprus", 1500 m, A,,"Rent a new 2 bedroom apartment in Paralimni. The apartment is fully furnished and equipped with Bosch appliances. The complex is located in a quiet, peaceful area, a 3-minute drive from the sandy beaches of Fireman Beach and Malama Beach. Close to all necessary infrastructure."
